source,id,title,agencies,publication_date,type,comments_close_on,html_url
FR,2025-04011,Notice of Termination of Discretionary Federal Advisory Committees.,Homeland Security Department,2025-03-13,Notice,,https://www.federalregister.gov/documents/2025/03/13/2025-04011/notice-of-termination-of-discretionary-federal-advisory-committees
FR,2025-02928,Establishing the National Energy Dominance Council,Executive Office of the President,2025-02-20,Presidential Document,,https://www.federalregister.gov/documents/2025/02/20/2025-02928/establishing-the-national-energy-dominance-council
FR,2025-02863,Meeting of Humanities Panel,"National Foundation on the Arts and the Humanities, National Endowment for the Humanities",2025-02-20,Notice,,https://www.federalregister.gov/documents/2025/02/20/2025-02863/meeting-of-humanities-panel
FR,2025-02305,Request for Information on the Development of an Artificial Intelligence (AI) Action Plan,National Science Foundation,2025-02-06,Notice,,https://www.federalregister.gov/documents/2025/02/06/2025-02305/request-for-information-on-the-development-of-an-artificial-intelligence-ai-action-plan
FR,2025-02226,Increasing Market and Planning Efficiency Through Improved Software; Notice of Technical Conference: Increasing Real-Time and Day-Ahead Market and Planning Efficiency Through Improved Software,"Energy Department, Federal Energy Regulatory Commission",2025-02-05,Notice,,https://www.federalregister.gov/documents/2025/02/05/2025-02226/increasing-market-and-planning-efficiency-through-improved-software-notice-of-technical-conference
FR,2025-02219,"National Academic Affiliations Council, Notice of Meeting",Veterans Affairs Department,2025-02-05,Notice,,https://www.federalregister.gov/documents/2025/02/05/2025-02219/national-academic-affiliations-council-notice-of-meeting
FR,2025-02172,Removing Barriers to American Leadership in Artificial Intelligence,Executive Office of the President,2025-01-31,Presidential Document,,https://www.federalregister.gov/documents/2025/01/31/2025-02172/removing-barriers-to-american-leadership-in-artificial-intelligence
FR,2025-02121,President's Council of Advisors on Science and Technology,Executive Office of the President,2025-01-31,Presidential Document,,https://www.federalregister.gov/documents/2025/01/31/2025-02121/presidents-council-of-advisors-on-science-and-technology
FR,2025-01886,"United States of America et al. v. RealPage, Inc. et al.; Proposed Final Judgment and Competitive Impact Statement","Justice Department, Antitrust Division",2025-01-30,Notice,,https://www.federalregister.gov/documents/2025/01/30/2025-01886/united-states-of-america-et-al-v-realpage-inc-et-al-proposed-final-judgment-and-competitive-impact
FR,2025-01901,Initial Rescissions of Harmful Executive Orders and Actions,Executive Office of the President,2025-01-28,Presidential Document,,https://www.federalregister.gov/documents/2025/01/28/2025-01901/initial-rescissions-of-harmful-executive-orders-and-actions
FR,2025-01422,Ratification of Security Directives,Homeland Security Department,2025-01-21,Rule,,https://www.federalregister.gov/documents/2025/01/21/2025-01422/ratification-of-security-directives
FR,2025-00535,"Organization, Functions, and Delegations of Authority; Indian Health Service Headquarters, Office of Information Technology and the Office of Management Services, Part GAG, GAL","Health and Human Services Department, Indian Health Service",2025-01-21,Notice,,https://www.federalregister.gov/documents/2025/01/21/2025-00535/organization-functions-and-delegations-of-authority-indian-health-service-headquarters-office-of
FR,2025-00268,Rehabilitation Long-Term Training Program,Education Department,2025-01-21,Proposed Rule,,https://www.federalregister.gov/documents/2025/01/21/2025-00268/rehabilitation-long-term-training-program
FR,2024-31214,"Energy Conservation Program: Energy Conservation Standards for Commercial Refrigerators, Freezers, and Refrigerator-Freezers",Energy Department,2025-01-21,Rule,,https://www.federalregister.gov/documents/2025/01/21/2024-31214/energy-conservation-program-energy-conservation-standards-for-commercial-refrigerators-freezers-and
FR,2025-01470,Strengthening and Promoting Innovation in the Nation's Cybersecurity,Executive Office of the President,2025-01-17,Presidential Document,,https://www.federalregister.gov/documents/2025/01/17/2025-01470/strengthening-and-promoting-innovation-in-the-nations-cybersecurity
FR,2025-01337,Rehabilitation Training Program-National Vocational Rehabilitation Technical Assistance Center,Education Department,2025-01-17,Proposed Rule,,https://www.federalregister.gov/documents/2025/01/17/2025-01337/rehabilitation-training-program-national-vocational-rehabilitation-technical-assistance-center
FR,2025-01303,Assistance to Firefighters Grant Program,"Homeland Security Department, Federal Emergency Management Agency",2025-01-17,Notice,,https://www.federalregister.gov/documents/2025/01/17/2025-01303/assistance-to-firefighters-grant-program
FR,2025-01201,Request for Information Regarding Consumer Credit Card Market,Consumer Financial Protection Bureau,2025-01-17,Notice,,https://www.federalregister.gov/documents/2025/01/17/2025-01201/request-for-information-regarding-consumer-credit-card-market
FR,2025-01161,Notice of Request for Information (RFI) on Autonomous Experimentation Platforms from Material Genome Initiative,Energy Department,2025-01-17,Notice,,https://www.federalregister.gov/documents/2025/01/17/2025-01161/notice-of-request-for-information-rfi-on-autonomous-experimentation-platforms-from-material-genome
FR,2025-00708,Cybersecurity in the Marine Transportation System,"Homeland Security Department, Coast Guard",2025-01-17,Rule,,https://www.federalregister.gov/documents/2025/01/17/2025-00708/cybersecurity-in-the-marine-transportation-system
FR,2025-01029,"United States Classes, Standards, and Grades for Poultry","Agriculture Department, Agricultural Marketing Service",2025-01-16,Notice,,https://www.federalregister.gov/documents/2025/01/16/2025-01029/united-states-classes-standards-and-grades-for-poultry
FR,2025-00723,Controls on Certain Laboratory Equipment and Related Technology To Address Dual Use Concerns About Biotechnology,"Commerce Department, Industry and Security Bureau",2025-01-16,Rule,,https://www.federalregister.gov/documents/2025/01/16/2025-00723/controls-on-certain-laboratory-equipment-and-related-technology-to-address-dual-use-concerns-about
FR,2025-00711,Implementation of Additional Due Diligence Measures for Advanced Computing Integrated Circuits; Amendments and Clarifications; and Extension of Comment Period,"Commerce Department, Industry and Security Bureau",2025-01-16,Rule,,https://www.federalregister.gov/documents/2025/01/16/2025-00711/implementation-of-additional-due-diligence-measures-for-advanced-computing-integrated-circuits
FR,2025-00704,Addition of Entities to and Revision of Entry on the Entity List,"Commerce Department, Industry and Security Bureau",2025-01-16,Rule,,https://www.federalregister.gov/documents/2025/01/16/2025-00704/addition-of-entities-to-and-revision-of-entry-on-the-entity-list
FR,2025-00592,Securing the Information and Communications Technology and Services Supply Chain: Connected Vehicles,"Commerce Department, Industry and Security Bureau",2025-01-16,Rule,,https://www.federalregister.gov/documents/2025/01/16/2025-00592/securing-the-information-and-communications-technology-and-services-supply-chain-connected-vehicles
FR,2025-00698,"Request for Comments on AISI's Draft Document: Managing Misuse Risk for Dual-Use Foundation Models, Pursuant to Executive Order 14110 (Section 4.1(a)(ii) and Section4.1(a)(ii)(A)","Commerce Department, National Institute of Standards and Technology",2025-01-15,Notice,,https://www.federalregister.gov/documents/2025/01/15/2025-00698/request-for-comments-on-aisis-draft-document-managing-misuse-risk-for-dual-use-foundation-models
FR,2025-00637,Public Briefing on Framework for Artificial Intelligence Diffusion,"Commerce Department, Industry and Security Bureau",2025-01-15,Rule,,https://www.federalregister.gov/documents/2025/01/15/2025-00637/public-briefing-on-framework-for-artificial-intelligence-diffusion
FR,2025-00378,Policy Statement on No-Action Letters,Consumer Financial Protection Bureau,2025-01-10,Notice,,https://www.federalregister.gov/documents/2025/01/10/2025-00378/policy-statement-on-no-action-letters
FR,2025-00377,Policy Statement on Compliance Assistance Sandbox Approvals,Consumer Financial Protection Bureau,2025-01-10,Notice,,https://www.federalregister.gov/documents/2025/01/10/2025-00377/policy-statement-on-compliance-assistance-sandbox-approvals
FR,2024-31621,"Common Application, Waivers, and Alternative Requirements for Community Development Block Grant Disaster Recovery Grantees: The Universal Notice",Housing and Urban Development Department,2025-01-08,Notice,,https://www.federalregister.gov/documents/2025/01/08/2024-31621/common-application-waivers-and-alternative-requirements-for-community-development-block-grant
FR,2024-31486,Preventing Access to U.S. Sensitive Personal Data and Government-Related Data by Countries of Concern or Covered Persons,Justice Department,2025-01-08,Rule,,https://www.federalregister.gov/documents/2025/01/08/2024-31486/preventing-access-to-us-sensitive-personal-data-and-government-related-data-by-countries-of-concern
FR,2024-31543,Artificial Intelligence-Enabled Device Software Functions: Lifecycle Management and Marketing Submission Recommendations; Draft Guidance for Industry and Food and Drug Administration Staff; Availability,"Health and Human Services Department, Food and Drug Administration",2025-01-07,Notice,,https://www.federalregister.gov/documents/2025/01/07/2024-31543/artificial-intelligence-enabled-device-software-functions-lifecycle-management-and-marketing
FR,2024-31542,Considerations for the Use of Artificial Intelligence To Support Regulatory Decision-Making for Drug and Biological Products; Draft Guidance for Industry; Availability; Comment Request,"Health and Human Services Department, Food and Drug Administration",2025-01-07,Notice,,https://www.federalregister.gov/documents/2025/01/07/2024-31542/considerations-for-the-use-of-artificial-intelligence-to-support-regulatory-decision-making-for-drug
FR,2024-31765,accessiBe; Analysis of Proposed Consent Order To Aid Public Comment,Federal Trade Commission,2025-01-06,Notice,,https://www.federalregister.gov/documents/2025/01/06/2024-31765/accessibe-analysis-of-proposed-consent-order-to-aid-public-comment
FR,2024-30983,HIPAA Security Rule To Strengthen the Cybersecurity of Electronic Protected Health Information,"Health and Human Services Department, ",2025-01-06,Proposed Rule,,https://www.federalregister.gov/documents/2025/01/06/2024-30983/hipaa-security-rule-to-strengthen-the-cybersecurity-of-electronic-protected-health-information
FR,2024-30209,Securing the Information and Communications Technology and Services Supply Chain: Unmanned Aircraft Systems,"Commerce Department, Industry and Security Bureau",2025-01-03,Proposed Rule,,https://www.federalregister.gov/documents/2025/01/03/2024-30209/securing-the-information-and-communications-technology-and-services-supply-chain-unmanned-aircraft
FR,2024-31364,"Statement of Organization, Functions, and Delegations of Authority","Health and Human Services Department, ",2024-12-31,Notice,,https://www.federalregister.gov/documents/2024/12/31/2024-31364/statement-of-organization-functions-and-delegations-of-authority
FR,2024-31352,Adoption of Recommendations,Administrative Conference of the United States,2024-12-30,Notice,,https://www.federalregister.gov/documents/2024/12/30/2024-31352/adoption-of-recommendations
