date,agency,filing_title,keyword_count
9/16/2025,Energy Department,Sunshine Act Meeting Notice,0
9/16/2025,Energy Department,Wildfire Risk Mitigation Technical Conference; Notice of Wildfire Risk Mitigation Technical Conference,0
9/16/2025,Energy Department,Reliability Technical Conference; Supplemental Notice of Reliability Technical Conference,0
9/16/2025,Energy Department,"TTC Connector, LLC; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed TTC Connector Project",0
9/16/2025,Energy Department,Combined Notice of Filings #1,0
9/17/2025,Energy Department,Santa Clara Valley Water District; Notice of Availability of the Draft Environmental Impact Statement for the Anderson Dam Project and Public Comment Sessions Soliciting Comments,0
9/17/2025,Energy Department,"Moon Lake Electric Association, Inc.; Notice of Reasonable Period of Time for Water Quality Certification Application",0
9/17/2025,Energy Department,"Texas Eastern Transmission, LP; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed Danville Compressor Station Replacement Project",0
9/17/2025,Energy Department,"Ancell, Dale; Notice of Filing",0
9/17/2025,Energy Department,"Perkins, Zac; Notice of Filing",0
9/17/2025,Energy Department,"Kinetica Energy Express, LLC; Notice of Request Under Blanket Authorization and Establishing Intervention and Protest Deadline",0
9/17/2025,Energy Department,"Golden Pass LNG Terminal, LLC; Notice of Availability of the Environmental Assessment for the Proposed Supply Lateral Project",0
9/17/2025,Energy Department,Combined Notice of Filings #1,0
9/18/2025,Energy Department,Agency Information Collection Extension,0
9/18/2025,Energy Department,Accelerating Speed to Power/Winning the Artificial Intelligence Race: Federal Action To Rapidly Expand Grid Capacity and Enable Electricity Demand Growth,1
9/18/2025,Energy Department,"Environmental Management Site-Specific Advisory Board, Paducah",0
9/18/2025,Energy Department,Combined Notice of Filings #1,0
9/18/2025,Energy Department,Commission Information Collection Activities (Ferc-604); Comment Request; Extension,1
9/18/2025,Energy Department,"Florida Gas Transmission Company, LLC; Notice of Request Under Blanket Authorization and Establishing Intervention and Protest Deadline",0
9/19/2025,Energy Department,"Notice of Availability of the Environmental Assessment for Qualifying Facility Rates and Requirements Implementation Issues Under the Public Utility Regulatory Policies Act of 1978, Order No. 872",0
9/19/2025,Energy Department,KEI (Maine) Power Management (III) LLC; Notice of Application Accepted for Filing and Soliciting Motions To Intervene and Protests,0
9/19/2025,Energy Department,Southeastern Power Administration; Notice of Filing,0
9/22/2025,Energy Department,Spring 2025 Unified Agenda of Federal Regulatory and Deregulatory Actions,0
9/22/2025,Energy Department,Rescinding Regulations Related to Nondiscrimination on the Basis of Sex in Education Programs or Activities Receiving Federal Financial Assistance,0
9/22/2025,Energy Department,Oglethorpe Power Corporation; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed Rocky Mountain Pumped Storage Hydroelectric Project,0
9/22/2025,Energy Department,"Pine Prairie Energy Center, LLC; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed Pine Prairie Energy Center Phase IV Expansion Project",0
9/22/2025,Energy Department,Combined Notice of Filings #1,0
9/23/2025,Energy Department,Supply Chain Risk Management Reliability Standards Revisions; Equipment and Services Produced or Provided by Certain Entities Identified as Risks to National Security,0
9/23/2025,Energy Department,"Environmental Management Site-Specific Advisory Board, Paducah",0
9/23/2025,Energy Department,Critical Infrastructure Protection Reliability Standard CIP-003-11-Cyber Security-Security Management Controls,0
9/23/2025,Energy Department,Virtualization Reliability Standards,0
9/23/2025,Energy Department,"Before Commissioners: David Rosner, Chairman; Lindsay S. See and Judy W. Chang; North American Electric Reliability Corporation: Order Approving Extreme Cold Weather Reliability Standard EOP-012-3 and Directing Data Collection",0
9/23/2025,Energy Department,"Texas Eastern Transmission, LP; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed Donaldson Compressor Station Abandonment Project",0
9/23/2025,Energy Department,Combined Notice of Filings #1,0
9/25/2025,Energy Department,Environmental Management Site-Specific Advisory Board Chairs,0
9/25/2025,Energy Department,"Environmental Management Site-Specific Advisory Board, Idaho Cleanup Project",0
9/25/2025,Energy Department,"Forestport Hydro, LLC; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed Forestport Hydroelectric Project",0
9/25/2025,Energy Department,"Southern Star Central Gas Pipeline, Inc.; Notice of Availability of the Environmental Assessment for the Proposed Cedar Vale Compressor Station Project",0
9/25/2025,Energy Department,"Hybrid Renewables LLC; Notice of Intent To File License Application, Filing of Pre-Application Document, Approving Use of the Traditional Licensing Process",0
9/25/2025,Energy Department,Combined Notice of Filings #1,0
9/26/2025,Energy Department,"Maynard Hydroelectric, LLC; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",0
9/26/2025,Energy Department,Commission Information Collection Activities (Ferc-500 and Ferc-505); Comment Request; Extension,1
9/26/2025,Energy Department,Federal and State Current Issues Collaborative; Notice Announcing Appointees,0
9/26/2025,Energy Department,"Kinetic Energy Storage, LLC; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",0
9/26/2025,Energy Department,"Desert Bloom Energy Storage, LLC; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",0
9/26/2025,Energy Department,"Southern Natural Gas Company, L.L.C.; Notice of Request Under Blanket Authorization and Establishing Intervention and Protest Deadline",0
9/26/2025,Energy Department,Combined Notice of Filings #1,0
9/29/2025,Energy Department,"Southern LNG Company, L.L.C.; Application To Amend Long-Term Authorization To Export Liquefied Natural Gas to Non-Free Trade Agreement Nations To Include Certain Bunkering Activities",0
9/29/2025,Energy Department,"FirstLight: Notice of Pending Jurisdictional Inquiry, and Soliciting Comments, Protests, and Motions To Intervene",0
9/29/2025,Energy Department,North American Electric Reliability Corporation: Notice of Filing,0
9/29/2025,Energy Department,Combined Notice of Filings #1,0
9/30/2025,Energy Department,Combined Notice of Filings #1,0
9/30/2025,Energy Department,"Transcontinental Gas Pipe Line Company, LLC: Notice of Application and Establishing Intervention Deadline",0
9/30/2025,Energy Department,"Current Hydro Project 19, LLC; Notice of Application Ready for Environmental Analysis and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions",0
9/30/2025,Energy Department,"Pike Island Hydropower Corporation; Notice of Application Ready for Environmental Analysis and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions",0
9/30/2025,Energy Department,"Consolidated Hydro New York, LLC; Notice of Reasonable Period of Time for Water Quality Certification Application",0
9/30/2025,Energy Department,"Nightfall Renewables Inc.; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",0
9/30/2025,Energy Department,"Texas Eastern Transmission, LP; Notice of Request for Extension of Time",0
9/30/2025,Energy Department,"Gulf South Pipeline Company, LLC, Texas Gas Transmission, LLC; Notice of Application and Establishing Intervention Deadline",0
9/30/2025,Energy Department,"Ohio Power and Light, LLC; Notice Soliciting Scoping Comments and Procedural Schedule",0
9/30/2025,Energy Department,Delegation of Authority Regarding Electric Reliability Organization's Delegation Agreement and Rules or Rule Changes Filings,0
9/30/2025,Energy Department,Records Governing Off-the-Record Communications; Public Notice,0
10/1/2025,Energy Department,"Eagle Creek Reusens Hydro, LLC; Notice Of Reasonable Period of Time for Water Quality Certification Application",0
10/1/2025,Energy Department,"Venture Global Plaquemines LNG, LLC; Notice of Request for Extension of Time",0
10/1/2025,Energy Department,"Black Canyon Hydro, LLC; Notice of Availability of the Draft Environmental Impact Statement for the Seminoe Pumped Storage Project and Public Comment Sessions Soliciting Comments",0
10/1/2025,Energy Department,Combined Notice of Filings #1,0
10/2/2025,Energy Department,Combined Notice of Filings #1,0
10/3/2025,Energy Department,Briar Hydro Associates; Notice of Availability of Environmental Assessment,0
10/3/2025,Energy Department,"Idaho Power Company; Notice of Application Accepted for Amendment Filing, Soliciting Comments, Motions To Intervene, and Protests",0
10/3/2025,Energy Department,"Oregon Clean Energy, LLC; Notice of Institution of Section 206 Proceeding and Refund Effective Date",0
10/3/2025,Energy Department,"Florida Gas Transmission Company, LLC; Notice of Request Under Blanket Authorization and Establishing Intervention and Protest Deadline",0
